NAME,ASINS,TIME,RATING,URL,REVIEW_SUMMARY,FULL_REVIEW
akshay more,B0C7C1DRK5,Reviewed in India on 8 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHZJF4KEO6OURLWRLYW4P5SENMGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Too good for 15000 Price Point,"The phone meets all the expectations for the 15k price point, the display is top notch and also there is no lag in performance.The photo quality is also good."
sher singh,B0C7C1DRK5,Reviewed in India on 12 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGHD6XGOUFJEEHSP3FARIUKWM5NA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Samsung M34,Photo quality of back camera not good in might. Otherwise good phone.
balasubramanian,B0C7C1DRK5,Reviewed in India on 12 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGM6W6BM6CSAGDF7FO6AD3DXU2XA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,VOLUME OF THE PHONE IS LOW,PHONE VOLUME IS VERY LOW AND ONLY ON SPEAKER ONE CAN TALK
Sourika,B0C7C1DRK5,Reviewed in India on 18 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEYH2KFPRBJSWO7NSYUFNLJLDLJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,This problem,প্রোডাক্ট ভালো সবই ঠিক আছে শুধু ব্যাটারি এই জিনিসটা দেখাচ্ছে এটা যদি ফিক্স করতে পারেন অনেক ভালো হয়।
Placeholder,B0C7C1DRK5,Reviewed in India on 21 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHGPPTMZJTI46SBUEBS2XVY524NQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Display is brilliant,Easy to use nice multimedia product speaker is mono but loud and clear overall nice one
Avinash,B0C7C1DRK5,Reviewed in India on 9 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGLBIET632QXQYZNATMTMG4V4ZOQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice budget phone,All good in price of 14k but thephone camera was still not good but sound quality 9/10
Amazon Customer,B0C7C1DRK5,Reviewed in India on 14 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AE6KRI7M4EJMV35Z6QGLD3DDJXZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Overall this is good product.,Heating issue appear in this phone. Night camera is not good.
Chakravarthi G,B0C7C1DRK5,Reviewed in India on 31 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGPHUGTQD47GUB5PECEV5RJCQD2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Value for money,I have recieved the package in good condition and on time delivery. I have bought this for its camera and image processing especially to shoot youtube videos. Videos are in decent quality. I'm okay with it. Good to go with this in this price range.
Deepak gupta,B0C7C1DRK5,Reviewed in India on 16 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFTAADYKQJWVPIKZIBREJZLRZEGQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Superb phone for normal use not for heavy use,Screen is super and camera also...no lagging i purchase 6gb+128gb variant
kiran,B0C7C1DRK5,Reviewed in India on 7 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFOZJGSEXH2I3IM5FSPLH2V26WNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good entry level phone,"Bought this phone for my Mom, Good battery life, ample screen size and camera quality.
since it has 5g support and amoled display price point is also good"
Dharmesh,B0C7C1DRK5,Reviewed in India on 30 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHWHX44YERMFYI6G3YMWGAF4HHPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery backup not good,Battery is draining fast. It is not seems like 6000 mah power feels like 4000 around. It should last minimum 2 days after moderate use bcz amoled displays consume less power than IPS display. My 2 year old moto g51 5000 mah still gives more backup than m34 6000 mah .i m very disappointed from battery backup.rest all is good
sanjeev sarkar,B0C7C1DRK5,Reviewed in India on 3 September 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHKCSKJDO6A2QAE2D7DEWGV2FQHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Compact phone with all the essential features merged with reasonable priced.,"Reason behind to choose samsung phones is the display and the camera which is always be at par with other brands ..... As per the price and the brands it's never dissapoint you.only cons is the u dope notch.and the charger is not in the box. Else everything is perfect 6000mh massive battery and super amoled display 120hz refresh rate, tested Exynos 1280 SoC,chipset which offers you major 4 updates ,if you are heavy gamer,then these will not for you. For normal gamming it's been quite study .camera is upto the mark.with ..
And moreover it's a made in India product..not such typical chines phones.....connectivity and performance of 5g bands are decent. Exynos 1280 SoC, chipset for havy tasking might get heating issue..Hopefully upcoming updates may resolved such issues...otherwise it's a capable processor."
Biswa ranjan,B0C7C1DRK5,Reviewed in India on 26 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFWIA3LWHH2FD7I7UI57ZIABBH2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,After 3 weeks review.,"Phone is quite good. It was for normal usage only not for high-end usage 6000 mah Battery can last upto 2 -3 days depends on your usage.and design and in hand feel of phone was good and easy to hold and light weight. My Overall Experience was good till now let's see what happens in coming year.

Review by Biswa Ranjan
(Amazon prime customer)"
Placeholder,B0C7C1DRK5,Reviewed in India on 18 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHOPJVBIOACBW7WQRQCVVWQYWIJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Value for money.,No doubt.Mobile Bahot Achha Hai.Lekin Update ke baad mere mobile me.camera ka setting nahi khul raha.I hope ki next update me ye problem solve ho Jaye.Baki mujhe koi bhi major hitting ya lagging ka issue nahi Hai.Overall main happy hu is mobile se.
T.T.K.PRASAD,B0C7C1DRK5,Reviewed in India on 15 November 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGEG6BF6ZIHHBVZOEBQLNTYSLLYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Satisfied,Camera not upto mark size ok speed ok charging ok memory ok
tony,B0C7C1DRK5,Reviewed in India on 24 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFKAFWHW2KWXL6IKFFAUOYFAFYBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Brilliant,Its good i being using it from last 1 month .... economical with the best possible features
Nawaj,B0C7C1DRK5,Reviewed in India on 16 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGSPOCLVWQRNU2CZ42TOOE6IYKAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good but not best,"* Display is good. No doubt about it, but on YouTube it can play only 1080p video, not even my YouTube premium 1080p enhanced bitrate video. So, I'm having clarity issue on YouTube.
* Don't have wifi 6, which is a con.
* Doesn't support VoNR, which is also a con.
* Doesn't has charger in the box and neither stereo speaker.
* I don't play games, so performance is good for me.
* Side mounted fingerprint, which works properly, and it justified in this price point.
* Camera is good.
* Overall you're paying some extra for Samsung brand value."
Yash Gaikwad,B0C7C1DRK5,Reviewed in India on 14 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AE2YJDDVE52LCMIAXG55CHCEDCXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,overall good phone but it have sometime heating issue also battery drain issue,if you want top notch security then blindly go for this device camera is good samsung have good cameras display is soo good at this point as a super amolead display 5g network is also good itt have 12 5g bands although is have 5nm based processer it have heating issue and battery drain issue i got it at 14499 it was good * camera 4/5 *display 5/5 *battery 3/5 *price 4/5
Kalaiarasan,B0C7C1DRK5,Reviewed in India on 22 October 2023,3.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFBDM7IYUWIYDYIR2UBRVGZQ7UDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Excellent mobile 📱 👌,"M34 mobile phone is really Great 👍. I bought for 15999. Display Great. Features superb. Dont read reviews it will confuse us. Because individual share their own experience only. But one think, Don't put exchange or sbi card 1000 offer. They definitely cheat us. Go for cash on delivery or 0% EMI. On 8th of october I ordered M34 with exchange redmi 9 for 2950 and sbi card 1000 offer. M34 at only Rs.12049+129 for pick up charge. But the delivery person couldn't delivered it. He gave one ring missed call at 10 pm and put attempted in delivery status on oct 12 and oct 14 also. I complaint for more than 10 times but I didn't receive that product. Then I go for fresh buying with bajaj EMI card and got it for 15999 this is my experience. But Mobile is superb 👌."
Varun,B0C7C1DRK5,Reviewed in India on 17 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHP6J3LTJJEXI73P3XDZQOUENO6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,If you are looking for a phone with good display and good battery backup go for it.,"The phone is very awesome. It has a very crisp 120 hz super amoled display which pops every content that you watch in this mobile. The battery backup was not that great for 6000 mah( maybe because 5g consumes more battery than in a 4g network) , for me it would give only one day of backup after heavily using it. The charging speed is also very great. Charges 1 to 100 in less than a hour. The processesor is not meant for gaming and gets a little heatted up while multitasking. Faced network issue once in a week but not very often but if you face this issue you can just change network mode.( because its common in 5g phones)."
Vikash Sharma,B0C7C1DRK5,Reviewed in India on 25 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AH5E6BGXV2XPCUKHJGNN7F7H7T6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5G on Jio,"Phone and features are great and with superb battery backup.

However, I ran into issue with 5G on Jio. It is not connecting with Jio's 5G network.

Jio mentions that this device is 5G ready on their website and app, but doesn't send 5G welcome kit. Their contact center said that this model doesn't show up in their list, hence they cannot send welcome kit.

I am using 8GB RAM, 256GB variant."
prashanth,B0C7C1DRK5,Reviewed in India on 27 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHTWUMO7Q6NMPGMXTKWA2N25EVCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Problem with msg app setting, provider says Handset defect.","Except for a Technical or Software error the Phone was Good & Delivered Well,
I had Spoken to Couple of Sevice Executives & Explained the Problem, I could not Pursue the issue due to lack of time,
I'm using my old phone, I probably will have to Service/ Repair the Phone using the Guarantee option."
udayan c.,B0C7C1DRK5,Reviewed in India on 18 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHJQSFRTOOSDAA3YXHGGRBH325MQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Heating problem,I have received my order ( M34 5g mobile)on 16/10/2023 other then too much Heating problem ( only after use of few minutes) others functions are ok..So if you please help me to solve this issue I shall be happy and thankful to you.
Md Obaidullah,B0C7C1DRK5,Reviewed in India on 11 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGYJTKDV2BCAM24GWKUZQ4QQSUDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,This m34 is awesome,It is looking beautiful and running smoothly
Shovan,B0C7C1DRK5,Reviewed in India on 6 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHKEM6JATDWUT5AXRPCYW5JXDPGQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,The notched monster,"With 4 year os support, 6000mah battery,120hz 1000 nits amoled display, a headphone jack in 2023, SD card support, 4k recording hdr and ois this phone really packs a punch in this budget

Exynos 1280 isn't slow as I thought it would be it can game it can multitask the phone is well optimised

5g working well but haven't got vonr dk if that supported or not

Samsung just need to delete the notch and put the charging brick in the box to win the race"
Girijamani,B0C7C1DRK5,Reviewed in India on 1 November 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AE5TLCFJOBOGJLBI2YYGLYZLYJRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,A good smartphone with decent battery. Moderately powerful CPU. Good camera.,"Pros -
* Good display.
* No lags.
Cons -
* Battery could've been better for a 6000mAh phone.
* Bulky."
Vasava satya,B0C7C1DRK5,Reviewed in India on 12 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AELWK37FHTGVNYMURXPBF2T3CMTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,केमेरा बैटरी बेकप बढ़िया है लेकिन aduptor नहीं😞,बहुत बढ़िया प्रोडक्ट है सबसे ज्यादा तो मुझे इसकी बैटरी बेकप बहुत हि अच्चा है जिस को भी बैटरी बेकप वाला फोन चाहिए तो इसे जरूर खरीदे हा लेकिन अडॉप्टर नहीं आता साथ मे😊
Vivek Kumar Gupta,B0C7C1DRK5,Reviewed in India on 8 November 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHS4ZNYXYB6KUZMRMZNND2EQAUPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,budget phone,Its a budget phone. nothing special and having standard feature expected from budget phone in the range of 17-18 K
Minhaj Mohd,B0C7C1DRK5,Reviewed in India on 21 September 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AF2PEMNSWZSUIHRAPJGOPJ7GAF6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Go for it , if you are a regular user and does not use phone for gaming","Using this phone for close to 3 months ,
Pro's:
1. Camera : photos and videos are natural and vivid.
2. Call Quality: It's good and the other person is able to hear the voice clearly.
3.Seamless bluetooth connectivity
4. Daily usage , phone response is good
5. OS is smooth, without any ad's
6. Touch is super-sensitive
7. Speakers are good
8. 3.5 mm audio jack
Cons:
1. No super fast charging, using 25W adapter for charging.
2. Not for gaming.
3. fingerprint response seems to be average.
4. No dual speakers"
Phone is worth i not,B0C7C1DRK5,Reviewed in India on 21 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AF24GAWNII3CRVIKYJDIXDCV6JVQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Performance,"Some time phone lag very badly
But overall best
Aand battery is like 5000 mah
Water drop notch is not look good
Camera is 10 /10
Samsung official apps and features are so amazing

So overall 7/10"
No,B0C7C1DRK5,Reviewed in India on 18 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGGVVIZ6JF2WDDPFON5M4AQ5V5EA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,About phone,This phone camera is good as can I expected.
Kesav,B0C7C1DRK5,Reviewed in India on 22 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHMZ5K467KJOAC7FZGFQI3X5YJ3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good display,"Working fine with amoled display and adequate storage. As charger is not being supplied, still it is bit costly even after price reduction. Battery is loosing power bit fast and mobile is warming up with heavy usage."
Bhakti,B0C7C1DRK5,Reviewed in India on 22 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEMVX6QTEUY4TFZ23CUVQ6OXCLQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,This is a good quality phone n I got a good offer,I should have bought black in place of silver but phone is just perfect
Rutuja rqkesh Nagaonkar,B0C7C1DRK5,Reviewed in India on 20 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AF2VXNODYRZU5RZKLVL2G6BTVDIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good phone,"This good phone. Not for gaming. If you want good camera ,good software and good design then this good phone. I think this is long duration phone."
Narender mahala,B0C7C1DRK5,Reviewed in India on 23 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEIZ6JY4DYMA7TFXSOXRLLFYBGZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Value for money,Overall good device camera is above average gaming performance is not that good
Ankit Verghese,B0C7C1DRK5,Reviewed in India on 22 August 2023,3.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHHB2EZIJQA6J7V6F5YC3T5CUCBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Budget Friendly phone with basic performance,"This phone is not a:
* Gaming phone
* High performance phone

Performs day to day tasks with ease and may be basic gaming.

Call quality is decent.

What is Good:
* Amoled display
* Dolby Atmos
* HIGHLY OPTIMISED phone - so battery lasts longer not just because of bigger battery.
* 6000 Mah battery - Depending upon usage, it can easily last 1.5 day and upto 2 days
* Decent camera
* Few bloatware
* 4yrs OS update and 5 yrs security update (but not sure if the phone can handle 3rd or the 4th OS update)
* Screen brightess is Good and viewable under direct sunlight.
* No in screen finger print scanner - Meaning if for some reason you have to replace the screen, it will be slightly less expensive. Amoled screens with fingerprint scanner will cost you half your phones price

What to expect:
* From time to time you may notice slowness/lag - If you have too many apps installed
* Not intended for high memory utilizing apps
* Slight Heating issues from time to time
* Slow charging if you don't use Samsung fast charger. Tried 33W fast charger - charging is still slow.
* May not be able to handle Android OS 15 or later updates
* Videos can be viewed at maximum resolution of 1080P. Does not support 1220p or 1440P.
* Has only single stereo speaker
* It's better not to charge the phone when it's hot, charging will be slow even with Samsung charger.

Note: It's an old chipset known for heating issues. The same chipset was used in Samsung M33. The only reason it works well, is because the OS is highly optimised.

The phone is for those users:
a) Who performs basic to medium tasks/activities.
b) Stable phone with regular OS updates and security patches
c) Intends to use the phone for 3+yrs

If you do decide to buy this phone, I would recommend you to go with 8GB ram else go for something else.

Alternate phones - Infinix GT 10"
Mayur Solanki,B0C7C1DRK5,Reviewed in India on 12 November 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFDSIAYZWPJWHXM43MVUN66KPOKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Mobile phone,Nice mobile but night camera results very bed. Otherwise nice mobile.
Placeholder,B0C7C1DRK5,Reviewed in India on 16 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AG7UH2RN3W5B6DZGECFBXS5I2CEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Phone is amazing ....,Phone is amazing ....but slightly getting worm .....
Deepak Kumar,B0C7C1DRK5,Reviewed in India on 10 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGPWBRM7IDAZUFIMLPWRN6OWERVA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,OS,GOOD PHONE AND SAMSUNG UPDATES GOOD
shreyash patel,B0C7C1DRK5,Reviewed in India on 11 November 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGZUYUCBVYWGEWFZYAN2UXGLHWZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,@15000 is must by.....it's a real monster,AMOLED display is amazing.....camera is @15000 is also good.....touch and sound quality is superb....Sound is loud and clear
bandaram sumanth,B0C7C1DRK5,Reviewed in India on 12 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AH4FEG36SACRUUEKFF6F65ZP2FFQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Camera quality is not really good,"Camera is avg not so good mainly picture clarity does not look like 50mp a bit disappointed

I have attached a pic zoom it the quality of towel is quite low

Display is very nice(this is my first samsung mobile)

Battery life is good for normal use last for 1 day very easily

Heating while charging

but not heating much during normal use"
Janaeshwar,B0C7C1DRK5,Reviewed in India on 9 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGCY5R42HTBLW5XAZOF63W3FSJPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Phone is really good,Display is awesome
Varun,B0C7C1DRK5,Reviewed in India on 19 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AH6XWWBVSZEEKSGPAQ7GJLITEWEQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Great deal,"Good at this price range..
Battery
Display
Camera
5g bands"
Placeholder,B0C7C1DRK5,Reviewed in India on 28 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGKHTTMYFUCSXTSMZM2PCQCPMCRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Samsung m34,I got this mobile in 14000 without charger. It's a good deal at this price. However it has 6000 mh battery but still stands for a day.I feel 1000 extra is given due to weak processor. U won't get the feeling of 6000 mh. Little heats up while sharing Hotspot and battery drains .
Placeholder,B0C7C1DRK5,Reviewed in India on 8 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEDSUIRYOSOQHCRYRBSNGQMRNBTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Samsung M34- Allrounder Smartphone,M34 is good Allrounder -Mid level Budjet Smartphone afforadable for many. Battery capacity and Display is Main. Good for daily usage and light Gaming can do.
Digamber Bhatt,B0C7C1DRK5,Reviewed in India on 11 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGXMF6OBTZSSVIQQK3OD5XV7BBUA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,SUPER SATISFIED WITH SAMSUNG M34 MOBILE PHONE,"The phone meets all the expectations for the 20k price point, the display is top notch and also there is no lag in performance. The photo quality is also good with all natural colours. Bought this phone for my wife, 6000 mqh Good battery life, ample screen size and camera quality."
Placeholder,B0C7C1DRK5,Reviewed in India on 9 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFT3A5EEJX2ZDXDFARRX2HR5I6BA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Super value for money,"Pros; magnificent display, above average camera with ois, 6000 mah battery, 4 years of Android updates and 5 years security patch, above all world wide service centers Cons; Very big intolerable bottom chin which considerably reduces viewing pleasure, no stereo speakers, very slow charging . No ip rating, For this price no company is providing this much of premium features. Special thanks to amazone for next day pleasant delivery"
amit,B0C7C1DRK5,Reviewed in India on 11 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGXTPKVKDV3W72DWI7DXR43XSQWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Just for daily use not for any fun,Camera not so good quality is OK battery is also just ok
Atul s.,B0C7C1DRK5,Reviewed in India on 12 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGNRC6LLQ2SKKXDGJDS5BL22UZUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery is draining fast,"Samsung please battery draining kam karo aur ye phone me jab heavy app run karo tab ram plus work nahi karta just 6 gb hai agar to 6 hi kam aayega agar usme 1gb bbachi hai to phone slow hone lagega

Cons
Battery draining
No use of ram plus
Camera quality low
Face id is not working in low light"
Placeholder,B0C7C1DRK5,Reviewed in India on 14 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AH5IOEMORV6C4IGRTST3ZD4V6YPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,CHARGER IS IMP NOT GIVEN,A data cable with both side c type given how to charge my phone please reply or provide me charger ....n data cable for charhing ....i was samsung customer from many years but this time disappionted
SHARON BENEDICT,B0C7C1DRK5,Reviewed in India on 1 November 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEMCYQ4MWXGSWDR66ZAJ3NRQ6INA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good for Old people who are above 50's or 45's,Camera quality is low other then every thing is good...
Arjun solanki,B0C7C1DRK5,Reviewed in India on 8 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFY2IX37S3TYSTAVJWNB5WXXALHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Camera,Overall phone is good but selfie camera is not good (bellow average)
Asoke D.,B0C7C1DRK5,Reviewed in India on 18 November 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AH67NZIHWUTSSZNFDPWOZPM4NDNA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Quickest delivery,Easy handling and the features of the mobile are attractive.
vicky,B0C7C1DRK5,Reviewed in India on 13 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AELTZEHQHAASB2JL2WZ4UCWJJ4RQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Phone thik hai par ? Chagar hota Phone jada selling hota,Chagar Most important
aboobacker sidheeq,B0C7C1DRK5,Reviewed in India on 13 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHUJZWX7L6KKJYUD5BBBFXXBYITA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice Mobile,Good product. Value for money.
